16.938079 52.408508 16.937325 52.404397 0 no2_emis 0 20000
16.9372298441281    52.4045963173464    -1 1.11720935227946E-06     0 10000
16.9377359662844    52.4047475909177    -1 2.61646590850744E-06     0 10000
16.9377832815072    52.4049335076969    -1 1.80843598549097E-06     0 10000
16.9372561226992    52.4048717594454    -1 2.44165398274987E-06     0 10000
16.9372975213877    52.4050250895427    -1 2.77825886817034E-06     0 10000
16.9372967839431    52.4051771448076    -1 2.90943252203446E-06     0 10000
16.9376963747609    52.4054250801147    -1 1.24896969737985E-06     0 10000
16.9372491925359    52.4055051527345    -1 5.11463611377369E-07     0 10000
16.9377541637001    52.4058000888604    -1 2.53546300276625E-07     0 10000
16.9376429588042    52.4057066068852    -1 6.73883595264355E-07     0 10000
16.9379726127749    52.4061699885997    -1 6.78572826943674E-07     0 10000
16.9374521526554    52.4062096433416    -1 1.43676236823421E-06     0 10000
16.937852428118 52.4063036343778    -1 7.36926684934104E-07     0 10000
16.9374239790432    52.4063506699852    -1 5.47346360795012E-07     0 10000
16.9378942213716    52.4064562432044    -1 6.79652673825783E-07     0 10000
16.9379746213716    52.4067903155905    -1 7.87314212354408E-07     0 10000
16.9377699722968    52.4067499519034    -1 3.38061733702166E-07     0 10000
16.938232707879 52.4069648057185    -1 1.04642313546423E-07     0 10000
16.9382404391627    52.4073801613711    -1 9.29669767680958E-07     0 10000
16.9383595146253    52.4075428315121    -1 8.45154334255416E-07     0 10000
